Id,Label,timeset,modularity_class
0486414442,0486414442,,5
0451528662,0451528662,,5
0521357306,0521357306,,5
0195003640,0195003640,,5
1875889469,1875889469,,5
0393091325,0393091325,,5
0136026087,0136026087,,5
0460873563,0460873563,,5
0451528573,0451528573,,5
0140446028,0140446028,,5
0192836919,0192836919,,5
0393952436,0393952436,,5
031220471X,031220471X,,5
0826402798,0826402798,,5
0028485009,0028485009,,5
1583487948,1583487948,,5
0786101946,0786101946,,5
0023933003,0023933003,,5
0872201783,0872201783,,5
067941746X,067941746X,,5
9686769455,9686769455,,5
0385237847,0385237847,,5
0460873806,0460873806,,5
0877739986,0877739986,,5
1570624224,1570624224,,5
0881339024,0881339024,,5
0061313424,0061313424,,5
0140447180,0140447180,,5
0140441921,0140441921,,5
0300080522,0300080522,,5
1887250255,1887250255,,5
0393973182,0393973182,,5
0374528004,0374528004,,5
1588276821,1588276821,,5
0875802478,0875802478,,5
052135448X,052135448X,,5
0195133404,0195133404,,5
1404309993,1404309993,,5
0806505362,0806505362,,5
0140446990,0140446990,,5
0306804123,0306804123,,5
0374221871,0374221871,,5
1574532162,1574532162,,5
0226500357,0226500357,,5
0375759247,0375759247,,5
0887308392,0887308392,,5
0393976068,0393976068,,5
0881338214,0881338214,,5
0691056579,0691056579,,5
081331951X,081331951X,,5
0374526885,0374526885,,5
1559270888,1559270888,,5
0872201775,0872201775,,5
0130258490,0130258490,,5
0226042782,0226042782,,5
0691008639,0691008639,,5
1840221070,1840221070,,5
0471350958,0471350958,,5
0822013185,0822013185,,5
1570627487,1570627487,,5
0879758856,0879758856,,5
1404309985,1404309985,,5
0465069347,0465069347,,5
0440508320,0440508320,,5
0394701003,0394701003,,5
0385092393,0385092393,,5
0917974573,0917974573,,5
0520040368,0520040368,,5
014044355X,014044355X,,5
0312694466,0312694466,,5
014044629X,014044629X,,5
0679420436,0679420436,,5
0393308065,0393308065,,5
0226500365,0226500365,,5
0312263562,0312263562,,5
158827683X,158827683X,,5
0192834266,0192834266,,5
0440404959,0440404959,,6
0808563564,0808563564,,6
0435083341,0435083341,,6
0805062491,0805062491,,6
0590489895,0590489895,,6
0590489917,0590489917,,6
0395971233,0395971233,,6
0395694558,0395694558,,6
0590944592,0590944592,,6
068813985X,068813985X,,6
1550741640,1550741640,,6
157091480X,157091480X,,6
0688136397,0688136397,,6
0899197000,0899197000,,6
0805053603,0805053603,,6
068802579X,068802579X,,6
0688040497,0688040497,,6
0803712006,0803712006,,6
0689711999,0689711999,,6
0941355489,0941355489,,6
0525651160,0525651160,,6
0590540823,0590540823,,6
068801772X,068801772X,,6
0140546669,0140546669,,6
0881069531,0881069531,,6
068814389X,068814389X,,6
0688131166,0688131166,,6
1563979802,1563979802,,6
0881063525,0881063525,,6
094135511X,094135511X,,6
039582849X,039582849X,,6
0613077954,0613077954,,6
0064431576,0064431576,,6
0671886339,0671886339,,6
0688063616,0688063616,,6
0439099536,0439099536,,6
0941355470,0941355470,,6
1550748165,1550748165,,6
0590308572,0590308572,,6
0679986073,0679986073,,6
0688147402,0688147402,,6
0152017380,0152017380,,6
0808584650,0808584650,,6
0688132839,0688132839,,6
0929895495,0929895495,,6
0590644068,0590644068,,6
0152928588,0152928588,,6
0613166655,0613166655,,6
039570393X,039570393X,,6
0785784888,0785784888,,6
0805062483,0805062483,,6
0590489879,0590489879,,6
0688099335,0688099335,,6
0689306024,0689306024,,6
0689808925,0689808925,,6
0688136346,0688136346,,6
0807581577,0807581577,,6
0471016470,0471016470,,6
0698117530,0698117530,,6
0613162005,0613162005,,6
0525445900,0525445900,,6
1562825208,1562825208,,6
0689717695,0689717695,,6
0941355322,0941355322,,6
0823416321,0823416321,,6
0823414124,0823414124,,6
0823417646,0823417646,,6
0613229126,0613229126,,6
0590120077,0590120077,,6
0590300121,0590300121,,6
0823413411,0823413411,,6
0207172854,0207172854,,6
0805065725,0805065725,,6
0679880860,0679880860,,6
0439318890,0439318890,,6
0688151825,0688151825,,6
0688040500,0688040500,,6
039577876X,039577876X,,6
0688104282,0688104282,,6
0618250778,0618250778,,6
080507161X,080507161X,,6
044041301X,044041301X,,6
0808536311,0808536311,,6
0688104290,0688104290,,6
0613001907,0613001907,,6
0876149131,0876149131,,6
0881068780,0881068780,,6
0679886893,0679886893,,6
0399209514,0399209514,,6
0671899031,0671899031,,6
0803704585,0803704585,,6
0590227157,0590227157,,6
0671671731,0671671731,,6
051757487X,051757487X,,6
0688131018,0688131018,,6
082341244X,082341244X,,6
0698116186,0698116186,,6
0688135749,0688135749,,6
059072732X,059072732X,,6
0689806582,0689806582,,6
0670861944,0670861944,,6
0941355071,0941355071,,6
0590437704,0590437704,,6
1556523785,1556523785,,6
0517572729,0517572729,,6
0763604429,0763604429,,6
0823413756,0823413756,,6
002765415X,002765415X,,6
0590972847,0590972847,,6
0590098578,0590098578,,6
0688052517,0688052517,,6
069811373X,069811373X,,6
0805013148,0805013148,,6
1565548639,1565548639,,6
0836803582,0836803582,,6
0807534315,0807534315,,6
0439400694,0439400694,,6
0152164189,0152164189,,6
0613145364,0613145364,,6
0881068772,0881068772,,6
0785753370,0785753370,,6
0689804520,0689804520,,6
0688070183,0688070183,,6
087614850X,087614850X,,6
0316328626,0316328626,,6
0152163565,0152163565,,6
0866517324,0866517324,,6
0140321691,0140321691,,6
0688092349,0688092349,,6
0517885581,0517885581,,6
0395745195,0395745195,,6
0689812191,0689812191,,6
0688099866,0688099866,,6
0316515264,0316515264,,6
0590120069,0590120069,,6
0689844425,0689844425,,6
0590371231,0590371231,,6
0671796135,0671796135,,6
0698115775,0698115775,,6
0679886079,0679886079,,6
0941355047,0941355047,,6
0807588385,0807588385,,6
0140548807,0140548807,,6
0833568531,0833568531,,6
0823411907,0823411907,,6
059054344X,059054344X,,6
0688129161,0688129161,,6
059093998X,059093998X,,6
0590673602,0590673602,,6
0873894502,0873894502,,6
1570911703,1570911703,,6
0152165304,0152165304,,6
0881063231,0881063231,,6
1565544951,1565544951,,6
0881063223,0881063223,,6
1570911649,1570911649,,6
0152018352,0152018352,,6
0316117412,0316117412,,6
0590642103,0590642103,,6
157091169X,157091169X,,6
0823412725,0823412725,,6
0395565162,0395565162,,6
0152001921,0152001921,,6
0590308769,0590308769,,6
0941355012,0941355012,,6
0613352289,0613352289,,6
1570911525,1570911525,,6
0872879321,0872879321,,6
0618152415,0618152415,,6
0823416380,0823416380,,6
0761321071,0761321071,,6
0153003499,0153003499,,6
1570911606,1570911606,,6
0140566244,0140566244,,6
0891376267,0891376267,,6
0881064998,0881064998,,6
0688061400,0688061400,,6
0590313355,0590313355,,6
088106498X,088106498X,,6
0395786061,0395786061,,6
0823415589,0823415589,,6
0192833723,0192833723,,5
0883680947,0883680947,,5
089555092X,089555092X,,5
0195290011,0195290011,,5
0140435263,0140435263,,5
0824507223,0824507223,,5
0872200760,0872200760,,5
0023033800,0023033800,,5
1587430444,1587430444,,5
0385098766,0385098766,,5
0913836400,0913836400,,5
0674990277,0674990277,,5
0140444750,0140444750,,5
0192839284,0192839284,,5
0895267535,0895267535,,5
0674990838,0674990838,,5
066424162X,066424162X,,5
0924722029,0924722029,,5
0460870270,0460870270,,5
0521468434,0521468434,,5
0553213393,0553213393,,5
0140442979,0140442979,,5
0195087445,0195087445,,5
0199245916,0199245916,,5
0785242228,0785242228,,5
0872201880,0872201880,,5
0472108077,0472108077,,5
0140440062,0140440062,,5
0192838660,0192838660,,5
0521464757,0521464757,,5
1573920320,1573920320,,5
0520228359,0520228359,,5
0024021504,0024021504,,5
0679642358,0679642358,,5
1579243991,1579243991,,5
019528335X,019528335X,,5
0879757027,0879757027,,5
0824510275,0824510275,,5
0664248330,0664248330,,5
052165985X,052165985X,,5
0385009488,0385009488,,5
037570020X,037570020X,,5
025320125X,025320125X,,5
0195290003,0195290003,,5
0520045505,0520045505,,5
0899423205,0899423205,,5
0140440755,0140440755,,5
014044422X,014044422X,,5
0385232411,0385232411,,5
0684829517,0684829517,,5
0140446044,0140446044,,5
0679642609,0679642609,,5
019283360X,019283360X,,5
0300071213,0300071213,,5
156548049X,156548049X,,5
0380794012,0380794012,,5
0195283562,0195283562,,5
0888442696,0888442696,,5
0140447806,0140447806,,5
1928832105,1928832105,,5
0271020717,0271020717,,5
0915144077,0915144077,,5
0811205959,0811205959,,5
1928832431,1928832431,,5
0870612107,0870612107,,5
038502861X,038502861X,,5
0393958035,0393958035,,5
0195284119,0195284119,,5
0062517082,0062517082,,5
002426640X,002426640X,,5
0451628047,0451628047,,5
0140442162,0140442162,,5
0664254101,0664254101,,5
0192854526,0192854526,,5
0520227573,0520227573,,5
0375700188,0375700188,,5
0813209455,0813209455,,5
086554543X,086554543X,,5
0192839357,0192839357,,5
0553212214,0553212214,,5
0809125730,0809125730,,5
0375724923,0375724923,,5
0805492208,0805492208,,5
0195283244,0195283244,,5
037570017X,037570017X,,5
0882707663,0882707663,,5
089870300X,089870300X,,5
0553210823,0553210823,,5
0140445358,0140445358,,5
0820321680,0820321680,,5
0195004124,0195004124,,5
0553210416,0553210416,,5
0023080302,0023080302,,5
0075536536,0075536536,,5
0688062016,0688062016,,5
0679443592,0679443592,,5
0521497639,0521497639,,5
089981042X,089981042X,,5
0375725636,0375725636,,5
0679601252,0679601252,,5
048629823X,048629823X,,5
0679412719,0679412719,,5
080283843X,080283843X,,5
0268020019,0268020019,,5
0802839193,0802839193,,5
0140444424,0140444424,,5
0393974944,0393974944,,5
0719041104,0719041104,,5
0393975800,0393975800,,5
1589600584,1589600584,,5
019528366X,019528366X,,5
0809120917,0809120917,,5
0941478076,0941478076,,5
0872205835,0872205835,,5
0140444432,0140444432,,5
0870612115,0870612115,,5
1570624577,1570624577,,5
0813213428,0813213428,,5
0140432167,0140432167,,5
9626340444,9626340444,,5
0192838830,0192838830,,5
0140440224,0140440224,,5
0937779148,0937779148,,5
0674052773,0674052773,,5
0140442448,0140442448,,5
0140440992,0140440992,,5
039470293X,039470293X,,5
0802440053,0802440053,,5
0195283481,0195283481,,5
1577361210,1577361210,,5
0195283651,0195283651,,5
0385075448,0385075448,,5
0393957497,0393957497,,5
0679642617,0679642617,,5
0451527984,0451527984,,5
9626345446,9626345446,,5
0140446109,0140446109,,5
0872202003,0872202003,,5
0062517708,0062517708,,5
0486419150,0486419150,,5
0140446451,0140446451,,5
0268018499,0268018499,,5
0814612725,0814612725,,5
0140231145,0140231145,,5
0802808115,0802808115,,5
0380975602,0380975602,,5
0679409890,0679409890,,5
0872205657,0872205657,,5
0802881661,0802881661,,5
0800620410,0800620410,,5
0915144093,0915144093,,5
0886463556,0886463556,,5
0875481094,0875481094,,5
0268019266,0268019266,,5
0253200369,0253200369,,5
0785242473,0785242473,,5
0865160589,0865160589,,5
0140440275,0140440275,,5
0192817612,0192817612,,5
0865545847,0865545847,,5
0198245254,0198245254,,5
0140436324,0140436324,,5
014017897X,014017897X,,5
0268019258,0268019258,,5
0671727699,0671727699,,5
0140441409,0140441409,,5
0140446737,0140446737,,5
0824509080,0824509080,,5
0895267039,0895267039,,5
0911782966,0911782966,,5
0192839519,0192839519,,5
014044520X,014044520X,,5
014131088X,014131088X,,7
0786807695,0786807695,,7
0761315799,0761315799,,7
0374309302,0374309302,,7
0064472132,0064472132,,7
0618056785,0618056785,,7
0440229081,0440229081,,7
0399231420,0399231420,,7
0689852886,0689852886,,7
0440229715,0440229715,,7
0064407314,0064407314,,7
0440226724,0440226724,,7
0060285192,0060285192,,7
0449704629,0449704629,,7
0689828276,0689828276,,7
0805067299,0805067299,,7
043924188X,043924188X,,7
0553271903,0553271903,,7
0152022686,0152022686,,7
059048141X,059048141X,,7
0060094893,0060094893,,7
0060285184,0060285184,,7
0761315810,0761315810,,7
0440416027,0440416027,,7
0316706310,0316706310,,7
0440220165,0440220165,,7
0613066979,0613066979,,7
0698119517,0698119517,,7
0440993717,0440993717,,7
0688180191,0688180191,,7
1886910618,1886910618,,7
0833531808,0833531808,,7
055352643X,055352643X,,7
0805061053,0805061053,,7
0807207217,0807207217,,7
0374399883,0374399883,,7
0440229383,0440229383,,7
0440227615,0440227615,,7
0786816414,0786816414,,7
0440227143,0440227143,,7
0877457328,0877457328,,7
0440415578,0440415578,,7
0689847297,0689847297,,7
0375708316,0375708316,,7
0689826621,0689826621,,7
0152019162,0152019162,,7
0618141812,0618141812,,7
1886910588,1886910588,,7
0689845936,0689845936,,7
0064472574,0064472574,,7
0613237528,0613237528,,7
0064471861,0064471861,,7
0689839553,0689839553,,7
0689841590,0689841590,,7
0765342308,0765342308,,7
0786813008,0786813008,,7
0689836015,0689836015,,7
0385900279,0385900279,,7
006440711X,006440711X,,7
0142500275,0142500275,,7
0385729626,0385729626,,7
0020415133,0020415133,,7
0060291982,0060291982,,7
0689824688,0689824688,,7
0152009787,0152009787,,7
0064462188,0064462188,,7
0689848935,0689848935,,7
0590319906,0590319906,,7
0670035661,0670035661,,7
0590409433,0590409433,,7
0449704335,0449704335,,7
0689817851,0689817851,,7
0152168133,0152168133,,7
0060518065,0060518065,,7
0689836023,0689836023,,7
0439324599,0439324599,,7
037582233X,037582233X,,7
044021906X,044021906X,,7
068984154X,068984154X,,7
0439295955,0439295955,,7
0807211990,0807211990,,7
0060517182,0060517182,,7
0766018660,0766018660,,7
0671027344,0671027344,,7
0066237580,0066237580,,7
0679810307,0679810307,,7
0807205923,0807205923,,7
0807261580,0807261580,,7
0689848919,0689848919,,7
0440208351,0440208351,,7
0689712065,0689712065,,7
038532653X,038532653X,,7
0374387060,0374387060,,7
0688115527,0688115527,,7
0867094737,0867094737,,7
0785735461,0785735461,,7
0807205710,0807205710,,7
0689811128,0689811128,,7
0440207665,0440207665,,7
0141302038,0141302038,,7
0064470210,0064470210,,7
0374404755,0374404755,,7
0689832036,0689832036,,7
080505801X,080505801X,,7
0385323298,0385323298,,7
0671664581,0671664581,,7
0439272009,0439272009,,7
0689838581,0689838581,,7
0440227828,0440227828,,7
0679886370,0679886370,,7
0060267046,0060267046,,7
0380713470,0380713470,,7
0060280778,0060280778,,7
0439286034,0439286034,,7
0440228549,0440228549,,7
0689807775,0689807775,,7
0064471403,0064471403,,7
0689835655,0689835655,,7
0689802072,0689802072,,7
0439271991,0439271991,,7
015201246X,015201246X,,7
078942634X,078942634X,,7
0066237564,0066237564,,7
0385326475,0385326475,,7
0679986375,0679986375,,7
0439163099,0439163099,,7
0807206881,0807206881,,7
1883332699,1883332699,,11
0805064036,0805064036,,7
0316383511,0316383511,,7
0152023887,0152023887,,7
0374304793,0374304793,,7
0064473783,0064473783,,7
0345331826,0345331826,,7
0440228352,0440228352,,11
0440227518,0440227518,,7
0763617261,0763617261,,7
0439507529,0439507529,,7
0803725698,0803725698,,7
0140386181,0140386181,,7
0385326599,0385326599,,7
0689821344,0689821344,,7
080507127X,080507127X,,7
0440229014,0440229014,,7
0486264645,0486264645,,8
0679446230,0679446230,,8
0812034171,0812034171,,8
1551113082,1551113082,,8
0791041263,0791041263,,8
0140283366,0140283366,,8
0192833340,0192833340,,8
0435905252,0435905252,,8
0764585843,0764585843,,8
0788708155,0788708155,,8
0802132758,0802132758,,8
0691009155,0691009155,,8
0486264785,0486264785,,8
0460877895,0460877895,,8
1559943769,1559943769,,8
0553213806,0553213806,,8
0192834770,0192834770,,8
037575489X,037575489X,,8
0670878014,0670878014,,8
0486406504,0486406504,,8
0679405755,0679405755,,8
0312055447,0312055447,,8
0393956636,0393956636,,8
1566630851,1566630851,,8
0812533410,0812533410,,8
0679405747,0679405747,,8
0823218368,0823218368,,8
1853260657,1853260657,,8
0140155031,0140155031,,8
0553213695,0553213695,,8
0679720200,0679720200,,8
0553211757,0553211757,,9
0521587026,0521587026,,8
0521639522,0521639522,,8
0679600493,0679600493,,8
0717806871,0717806871,,8
9626340584,9626340584,,8
0385474547,0385474547,,8
0671042866,0671042866,,8
0802130348,0802130348,,8
0451525434,0451525434,,8
0393960692,0393960692,,8
0451525442,0451525442,,8
0140180923,0140180923,,8
1895837936,1895837936,,8
0195121740,0195121740,,8
0393090191,0393090191,,8
0873529790,0873529790,,8
0486268705,0486268705,,8
0312106882,0312106882,,8
0553212923,0553212923,,8
9626340037,9626340037,,8
087891028X,087891028X,,9
0486415899,0486415899,,9
0393964817,0393964817,,8
0393316424,0393316424,,8
0486415627,0486415627,,8
0486266826,0486266826,,8
0195149017,0195149017,,8
0140186832,0140186832,,8
0582312876,0582312876,,8
0312080735,0312080735,,8
0192834878,0192834878,,8
9626340703,9626340703,,8
0679405445,0679405445,,8
087891014X,087891014X,,8
0393960137,0393960137,,8
0486280500,0486280500,,8
0393311465,0393311465,,8
0820325155,0820325155,,8
0679602321,0679602321,,8
0460875280,0460875280,,8
3829050399,3829050399,,8
0451527674,0451527674,,8
0192833669,0192833669,,8
0312111274,0312111274,,8
0312061706,0312061706,,8
0486287149,0486287149,,8
0375752528,0375752528,,8
0878910573,0878910573,,8
0451527712,0451527712,,8
0486411567,0486411567,,8
0880014296,0880014296,,8
0140283285,0140283285,,8
0486272788,0486272788,,8
0192834312,0192834312,,8
0140433627,0140433627,,8
0486266842,0486266842,,8
0486408809,0486408809,,8
039395904X,039395904X,,8
0553214047,0553214047,,8
0192839993,0192839993,,8
1570193886,1570193886,,8
0393098745,0393098745,,8
0460872990,0460872990,,8
0521434947,0521434947,,8
0899664555,0899664555,,8
0486410951,0486410951,,8
0486275469,0486275469,,8
0822321947,0822321947,,8
0375753419,0375753419,,8
067172262X,067172262X,,8
0886463432,0886463432,,8
0679409998,0679409998,,8
0198319606,0198319606,,8
0380012774,0380012774,,8
0451526929,0451526929,,8
0553212478,0553212478,,8
0393974995,0393974995,,8
9626341734,9626341734,,8
0791045668,0791045668,,8
0192835378,0192835378,,8
0812036387,0812036387,,8
0671015389,0671015389,,8
0618222065,0618222065,,8
0151711410,0151711410,,8
0679739904,0679739904,,8
0451524160,0451524160,,8
0521293669,0521293669,,8
0192816233,0192816233,,8
0156711427,0156711427,,8
0140186476,0140186476,,8
0393978893,0393978893,,8
1586634070,1586634070,,8
1559948914,1559948914,,8
0520044053,0520044053,,8
0694523003,0694523003,,8
0140714057,0140714057,,8
0679405496,0679405496,,8
0486290301,0486290301,,9
0192835122,0192835122,,8
0486299309,0486299309,,8
0486282112,0486282112,,8
080213002X,080213002X,,8
0520201795,0520201795,,8
031219126X,031219126X,,8
0553455362,0553455362,,8
0451526848,0451526848,,8
0451523822,0451523822,,9
0140186522,0140186522,,9
0553479431,0553479431,,9
0192100351,0192100351,,9
067978330X,067978330X,,9
0140448047,0140448047,,9
0375411224,0375411224,,9
0460874772,0460874772,,9
0140444173,0140444173,,9
0679410007,0679410007,,9
0452010934,0452010934,,9
0486292576,0486292576,,9
0451528611,0451528611,,9
0679405364,0679405364,,9
0192834835,0192834835,,9
0394533054,0394533054,,9
0192833812,0192833812,,9
1854592866,1854592866,,9
0553213466,0553213466,,9
0849963257,0849963257,,9
962634542X,962634542X,,9
037575699X,037575699X,,9
0679729259,0679729259,,9
0393092143,0393092143,,9
0140440410,0140440410,,9
0451526570,0451526570,,9
0553213288,0553213288,,9
0140433139,0140433139,,9
0822002655,0822002655,,9
0192833987,0192833987,,9
0375406727,0375406727,,9
0393974421,0393974421,,9
0451527860,0451527860,,9
9626340428,9626340428,,9
0192100327,0192100327,,9
0140445277,0140445277,,9
055352559X,055352559X,,9
0822009005,0822009005,,9
0192834037,0192834037,,9
0679602097,0679602097,,9
0486407918,0486407918,,9
0060830816,0060830816,,9
9626340592,9626340592,,9
0312114915,0312114915,,9
0374528373,0374528373,,9
0679734511,0679734511,,9
0764586556,0764586556,,9
1551113074,1551113074,,9
3895086878,3895086878,,9
8426105130,8426105130,,9
0451528387,0451528387,,9
0192100254,0192100254,,9
0553210351,0553210351,,9
0192835092,0192835092,,9
1931056765,1931056765,,9
067973452X,067973452X,,9
0854566260,0854566260,,9
0679602860,0679602860,,9
0192833928,0192833928,,9
048627053X,048627053X,,9
0140440356,0140440356,,9
0866119671,0866119671,,9
0393955524,0393955524,,9
0140444564,0140444564,,9
0679420312,0679420312,,9
0451527348,0451527348,,9
0553213415,0553213415,,9
067978327X,067978327X,,9
0553213520,0553213520,,9
0679601813,0679601813,,9
1572700734,1572700734,,9
0192834118,0192834118,,9
1578151155,1578151155,,9
0822003287,0822003287,,9
0375756884,0375756884,,9
0553211447,0553211447,,9
9626340223,9626340223,,9
0375413928,0375413928,,9
0140440100,0140440100,,9
0451523261,0451523261,,9
0393316491,0393316491,,9
039396647X,039396647X,,9
0679407588,0679407588,,9
0192836420,0192836420,,9
0375760644,0375760644,,9
0451626842,0451626842,,9
0075536323,0075536323,,9
0192836269,0192836269,,9
0393976122,0393976122,,9
0142437239,0142437239,,9
0833508113,0833508113,,9
0451524497,0451524497,,9
0192838288,0192838288,,9
8408018825,8408018825,,9
0140441395,0140441395,,9
3829030037,3829030037,,9
0670894788,0670894788,,9
0192100408,0192100408,,9
0192838296,0192838296,,9
0849916879,0849916879,,9
0679420266,0679420266,,9
0486290816,0486290816,,9
0553212168,0553212168,,9
0140281630,0140281630,,9
0142000272,0142000272,,9
0679600841,0679600841,,9
0785930701,0785930701,,9
0140440542,0140440542,,9
0192838687,0192838687,,9
0553212141,0553212141,,9
0140441840,0140441840,,9
0140441476,0140441476,,9
0451524926,0451524926,,9
0140449124,0140449124,,9
0393967522,0393967522,,9
0679410031,0679410031,,9
0393966429,0393966429,,9
9626341785,9626341785,,9
0393096084,0393096084,,9
0679428011,0679428011,,9
0451525086,0451525086,,9
0679736360,0679736360,,9
0140445269,0140445269,,9
9626345594,9626345594,,9
0140445080,0140445080,,9
0486400735,0486400735,,9
0451523768,0451523768,,9
1557987912,1557987912,,10
0890420254,0890420254,,17
0761924426,0761924426,,24
0873529871,0873529871,,10
0803602278,0803602278,,10
0321080874,0321080874,,10
1560525630,1560525630,,10
0321023374,0321023374,,10
0761911561,0761911561,,10
080394862X,080394862X,,10
1557988900,1557988900,,10
0613181980,0613181980,,10
0471572195,0471572195,,10
0964622300,0964622300,,10
0323014844,0323014844,,10
0803965230,0803965230,,10
0323011934,0323011934,,10
0205304796,0205304796,,10
0721681069,0721681069,,10
0070605807,0070605807,,10
0323008720,0323008720,,10
0534339794,0534339794,,10
0932582036,0932582036,,10
0964385317,0964385317,,10
0721693881,0721693881,,10
0321011465,0321011465,,10
0124874053,0124874053,,10
0815166214,0815166214,,10
0321044665,0321044665,,10
9684269781,9684269781,,10
0072532491,0072532491,,10
0534557112,0534557112,,10
0721684246,0721684246,,10
0205309151,0205309151,,10
0815123892,0815123892,,10
0534572413,0534572413,,10
0205266592,0205266592,,10
0838571107,0838571107,,10
0761987673,0761987673,,10
1884585183,1884585183,,24
0761902546,0761902546,,10
0323007910,0323007910,,10
0521498805,0521498805,,10
0781710383,0781710383,,10
0324023537,0324023537,,10
0937597430,0937597430,,10
0971555109,0971555109,,10
0155083554,0155083554,,10
089006380X,089006380X,,10
1884585272,1884585272,,10
0399526285,0399526285,,10
0838526969,0838526969,,10
1571100490,1571100490,,10
0781725585,0781725585,,10
0964385325,0964385325,,10
0321125533,0321125533,,10
0521559030,0521559030,,10
0721687113,0721687113,,10
0205275397,0205275397,,10
0205284922,0205284922,,10
0761901264,0761901264,,10
1572301619,1572301619,,10
0130114960,0130114960,,10
0807740004,0807740004,,10
0721681034,0721681034,,10
0028040465,0028040465,,10
1586830244,1586830244,,10
0805832807,0805832807,,10
0323007929,0323007929,,20
0205149200,0205149200,,10
0781721539,0781721539,,10
0801318726,0801318726,,10
0521457564,0521457564,,10
0761924418,0761924418,,10
0534748104,0534748104,,10
1577661729,1577661729,,10
0205319769,0205319769,,10
0130175986,0130175986,,10
0521586747,0521586747,,10
0926842757,0926842757,,10
1577661710,1577661710,,10
0807736317,0807736317,,10
0323008976,0323008976,,10
0205292682,0205292682,,10
1572306610,1572306610,,10
0873529766,0873529766,,10
0915164949,0915164949,,10
0838536808,0838536808,,10
0781746256,0781746256,,10
1557988919,1557988919,,10
080504891X,080504891X,,24
0130339911,0130339911,,10
0130994634,0130994634,,10
1559342498,1559342498,,10
0838570569,0838570569,,10
0130168564,0130168564,,10
0397551924,0397551924,,10
0155074997,0155074997,,10
0521437709,0521437709,,10
0781718732,0781718732,,10
0871202786,0871202786,,10
0205359582,0205359582,,10
0814156541,0814156541,,10
0192862014,0192862014,,10
0130128597,0130128597,,10
0750690402,0750690402,,10
0323012760,0323012760,,10
013791542X,013791542X,,10
0781746264,0781746264,,10
0765609320,0765609320,,10
1568304692,1568304692,,10
013048119X,013048119X,,10
0071406395,0071406395,,10
1861526083,1861526083,,10
0961330988,0961330988,,10
0130166448,0130166448,,10
0130961035,0130961035,,10
0139603603,0139603603,,24
0078211654,0078211654,,10
0963888617,0963888617,,10
0801309808,0801309808,,24
0801319501,0801319501,,10
0721681085,0721681085,,10
1557981949,1557981949,,10
0130494704,0130494704,,10
0323014550,0323014550,,10
0815123906,0815123906,,10
0873529758,0873529758,,10
0155054775,0155054775,,10
0697294684,0697294684,,10
0805838228,0805838228,,10
053436263X,053436263X,,10
047149089X,047149089X,,10
9241545615,9241545615,,10
0767421523,0767421523,,10
0323016316,0323016316,,10
0471578134,0471578134,,10
0205332463,0205332463,,10
0892400722,0892400722,,10
0130422541,0130422541,,10
0781725577,0781725577,,10
1558101764,1558101764,,10
0815144210,0815144210,,10
0534246826,0534246826,,10
0323003176,0323003176,,10
0060924020,0060924020,,10
0323012876,0323012876,,10
0781735238,0781735238,,10
0134391594,0134391594,,10
0721640613,0721640613,,10
0801320291,0801320291,,24
0323014232,0323014232,,10
0205349978,0205349978,,10
0631217398,0631217398,,10
0618170286,0618170286,,10
0534358284,0534358284,,10
0028032861,0028032861,,10
0335206891,0335206891,,10
0738205648,0738205648,,10
0716723212,0716723212,,10
0072489030,0072489030,,10
0803604963,0803604963,,10
1557984425,1557984425,,10
013028288X,013028288X,,10
0130803332,0130803332,,10
0130271675,0130271675,,10
1557980845,1557980845,,10
0971375666,0971375666,,10
0138574189,0138574189,,10
020174712X,020174712X,,10
0534560083,0534560083,,10
0787959847,0787959847,,10
0323012272,0323012272,,10
0309051967,0309051967,,10
0960687491,0960687491,,10
0818676094,0818676094,,10
1557980853,1557980853,,10
0028040481,0028040481,,10
0813431808,0813431808,,10
0912212764,0912212764,,10
1568272642,1568272642,,10
0536628548,0536628548,,10
0534248713,0534248713,,10
0763718580,0763718580,,10
0890796017,0890796017,,10
0534358780,0534358780,,10
1562438581,1562438581,,10
0323006981,0323006981,,10
0072479787,0072479787,,10
0321075099,0321075099,,10
0137720475,0137720475,,10
0321081897,0321081897,,24
0915924943,0915924943,,10
1576076148,1576076148,,10
0136267971,0136267971,,10
0205186971,0205186971,,10
0761918051,0761918051,,10
0205322042,0205322042,,10
0761815945,0761815945,,10
0395903351,0395903351,,10
0761978828,0761978828,,10
0130374253,0130374253,,10
0534344097,0534344097,,10
0781727987,0781727987,,10
0767410637,0767410637,,10
0803601514,0803601514,,10
0935302190,0935302190,,24
0781715628,0781715628,,10
0323002870,0323002870,,10
0721693849,0721693849,,10
0721659543,0721659543,,10
0131496182,0131496182,,10
0323008763,0323008763,,10
0805825606,0805825606,,10
1560324155,1560324155,,10
080584774X,080584774X,,10
0205319793,0205319793,,10
0534523951,0534523951,,10
1930538073,1930538073,,10
0803958285,0803958285,,24
0534263119,0534263119,,10
0205158153,0205158153,,10
0534529755,0534529755,,10
0534256201,0534256201,,10
0721600115,0721600115,,10
1884585213,1884585213,,10
0781715636,0781715636,,10
0803610408,0803610408,,10
1563086344,1563086344,,10
1557988307,1557988307,,10
0072423870,0072423870,,10
1556424531,1556424531,,10
0781715660,0781715660,,10
0130222976,0130222976,,10
0803606044,0803606044,,10
080162052X,080162052X,,10
